gene	01_ctrl	02_ctrl	03_ctrl	04_ctrl	05_tx	06_tx	07_tx	08_tx
Gm20346	23	23	15	22	20	8	11	34
Gm40522	5	5	1	7	10	7	18	1
Gm40523	0	0	0	0	1	0	0	0
Coro2b	7	15	14	4	8	9	7	6
Gm39352	0	0	0	0	0	0	0	0
Gm39353	0	0	0	0	0	0	0	0
Itga11	0	0	0	1	0	0	1	0
Fem1b	1080	1128	1116	1047	915	908	902	790
Cln6	146	126	107	171	180	119	167	116
Gm10653	0	0	0	0	0	0	1	0
Calml4	2	3	2	0	7	1	2	1
Pias1	368	382	339	350	394	443	443	325
Gm35574	0	0	0	0	0	0	0	0
Gm24526	0	0	0	0	0	0	0	0
Gm39354	0	0	0	0	0	0	0	0
Gm35658	2	2	3	1	1	0	0	2
Gm25064	0	12	1	1	0	6	0	1
Skor1	0	0	0	0	0	0	0	7
Map2k5	349	353	261	303	254	291	265	221
Gm39355	17	18	40	50	4	2	0	17
2300009A05Rik	586	605	588	542	595	481	592	563
Gm16759	0	0	0	0	0	0	0	0
Iqch	2	0	5	0	0	3	1	0
Gm25995	0	0	6	0	0	9	0	0
Gm39358	0	0	0	0	0	0	0	0
Aagab	679	680	691	667	549	579	622	701
Smad3	289	316	291	293	213	206	268	282
Gm51710	7	0	0	0	0	0	1	2
Gm35941	0	0	0	0	0	0	0	0
Gm39359	0	0	0	0	0	0	0	0
Gm36033	0	0	1	3	0	0	0	0
Smad6	14	10	6	13	8	10	18	15
1700055C04Rik	0	0	0	0	0	0	0	0
1110036E04Rik	0	0	0	0	0	0	0	0
Scarletltr	1	0	0	0	1	0	0	0
Gm39360	0	1	0	0	0	0	0	0
Lctl	0	0	0	0	0	0	0	0
Zwilch	1144	954	1041	1042	1004	900	822	829
Rpl4	38320	34498	36723	35472	33508	32697	34995	33544
Gm23344	17	22	2	0	1	0	14	26
Snord16a	43	53	11	5	40	31	14	38
Gm22571	0	0	0	0	0	2	1	1
Gm23136	0	22	9	0	8	1	0	18
LOC115487261	2	0	0	0	1	6	0	3
Snapc5	428	326	403	387	440	377	341	321
Map2k1	978	1039	983	1033	1029	910	1046	835
Uchl4	7	6	10	26	8	6	0	6
Tipin	3816	3505	3821	3711	3667	3392	3585	3224
Gm24289	367	378	386	417	263	257	232	263
Dis3l	198	185	202	170	233	241	201	193
Megf11	65	13	63	67	99	58	69	49
Gm36311	10	0	4	0	0	0	0	1
Rab11a	870	791	798	731	772	856	948	705
n-TQctg9	1	4	1	4	0	0	3	0
Gm36365	0	0	0	0	0	0	0	0
Gm36459	1	0	4	0	5	3	11	4
Dennd4a	1760	1699	1827	1877	1591	1540	1585	1301
Slc24a1	0	0	0	0	0	0	0	0
Gm39361	0	0	0	0	0	0	0	0
Ints14	619	704	775	736	752	754	615	647
Gm25640	5	2	1	0	0	12	8	1
Hacd3	1743	1605	1905	1790	1934	1990	1732	1725
Gm39362	0	0	2	0	0	0	0	0
Dpp8	1068	1106	1058	1140	1228	1213	1194	998
Igdcc4	1	0	0	0	0	0	3	0
Igdcc3	9	10	0	0	0	4	0	1
Gm40527	61	34	97	61	67	46	39	35
Gm25313	0	8	4	6	0	4	0	2
Rnu5g	9	10	31	2	14	13	9	19
Parp16	23	27	13	30	20	26	16	10
Gm36538	0	0	0	0	0	0	0	0
Cilp	0	2	0	0	1	0	1	1
Clpx	478	483	384	363	431	444	400	307
Pdcd7	631	592	775	756	635	710	661	628
Ubap1l	13	11	31	23	29	13	5	20
Kbtbd13	15	24	0	5	3	0	3	1
Rasl12	7	11	13	5	7	8	5	2
Slc51b	0	0	0	0	0	0	0	0
Mtfmt	325	388	380	349	282	400	433	311
Spg21	1082	1184	960	1064	1007	976	1167	1117
Ankdd1a	0	0	0	0	0	0	0	0
Plekho2	246	235	186	258	222	212	259	188
Gm51712	0	0	0	0	0	0	0	0
Pif1	45	23	36	47	29	36	52	25
Rbpms2	95	118	147	161	191	157	127	123
Oaz2	188	147	161	132	140	95	119	123
Zfp609	1508	1143	1154	1055	1190	964	1174	975
Trip4	312	326	317	312	297	327	308	242
Pclaf	8273	7576	8819	8352	7960	7393	6969	5631
Gm23248	59	34	68	56	59	42	67	19
Csnk1g1	1259	1114	1322	1155	1042	1063	1158	807
Gm22657	0	0	0	0	0	0	0	0
Ppib	2087	2031	2123	2127	1945	1975	1945	1742
Snx22	4	1	3	6	3	1	10	1
Snx1	1128	1097	1088	1279	979	919	1174	958
Ciao2a	1293	971	1031	1085	1040	969	1089	1182
Dapk2	23	5	15	14	12	3	28	1
Gm39364	0	0	0	0	0	0	0	0
Gm30447	0	0	0	0	0	0	0	0
Herc1	2398	2022	2143	1935	1932	1839	1875	1609
LOC115487345	0	0	0	0	0	0	0	0
Fbxl22	28	13	46	28	24	22	18	22
Usp3	1361	1223	1444	1418	1139	1024	1202	963
Car12	653	561	416	487	707	552	619	611
Aph1b	15	6	9	10	10	16	26	8
Aph1c	2	4	11	0	0	6	2	4
Rab8b	2133	2136	2346	2197	2329	2211	2146	1766
Gm40528	0	0	0	1	6	0	0	0
Rps27l	4669	4311	4710	4567	4351	4170	4726	4017
Lactb	526	522	523	496	450	521	526	460
Gm30639	0	0	0	0	0	0	0	0
Tpm1	1149	1140	1110	1195	976	1083	994	1014
Gm10646	0	0	0	0	0	0	0	0
Gm19299	0	0	0	0	0	0	0	0
Gm40529	0	0	0	0	0	0	0	0
Tln2	32	45	7	28	5	16	7	8
Mir190a	0	0	0	0	0	0	0	0
Gm30936	0	0	0	0	0	0	0	0
C2cd4b	5	3	4	3	0	1	1	1
Mir7241	0	0	0	0	0	0	0	0
Mir7242	0	0	0	0	0	0	0	0
M5C1000I18Rik	0	0	0	0	0	0	0	0
C2cd4a	0	0	0	1	0	0	0	0
Vps13c	526	352	540	421	467	426	409	292
Gm20745	0	0	0	0	0	0	0	0
Gm22382	0	0	0	0	0	0	0	0
Gm22169	0	0	0	0	0	0	0	0
4930502A04Rik	0	0	0	0	0	0	0	0
Gm31141	0	0	0	0	0	0	0	0
Gm31325	0	0	1	0	0	0	0	0
Rora	338	341	422	375	129	192	161	120
9530091C08Rik	1	4	4	5	4	2	0	1
Gm31262	8	6	10	6	9	8	6	5
Gm46153	0	0	0	0	0	0	0	0
Gm15511	0	0	0	0	2	0	0	0
Ice2	766	543	613	530	526	448	463	444
Anxa2	654	670	847	631	526	587	621	451
Mir3109	11	0	0	0	0	0	0	0
LOC115487286	0	0	0	0	0	0	0	0
Gm31469	0	0	0	0	0	0	0	0
Foxb1	0	0	3	0	0	2	1	0
B230323A14Rik	0	0	0	0	0	0	0	0
Gm31530	0	0	0	0	0	0	0	0
Gm51684	0	0	0	0	0	0	0	0
Gm39368	0	0	0	0	0	0	0	0
Gm31587	0	0	0	0	0	0	0	0
Bnip2	2646	2780	2991	2570	2402	2734	2998	2483
Gtf2a2	1145	913	1272	1108	1155	1078	1162	1034
Gcnt3	0	0	0	0	0	0	0	0
Gm39369	0	0	0	0	0	0	0	0
Fam81a	2	2	2	2	2	1	2	1
Gm24257	0	0	0	0	0	0	0	0
Gm39476	0	0	0	0	0	0	0	0
Gm26849	0	0	0	0	0	0	0	0
Myo1e	68	57	39	42	26	47	43	30
Gm40531	0	0	0	0	0	0	0	0
Mir5626	0	0	0	0	0	0	0	0
Ccnb2	98	89	56	155	90	72	58	65
Rnf111	619	559	558	512	480	417	516	361
Gm24615	0	0	0	0	0	0	0	0
Gm23730	0	0	0	0	0	0	0	0
Gm22229	0	0	0	0	0	0	0	0
Sltm	9679	8958	9898	8948	7882	6920	7275	6887
Mindy2	476	521	560	570	395	518	532	488
Gm31872	194	206	197	261	217	189	168	122
Adam10	978	1060	990	1072	1142	1109	987	928
Lipc	0	0	0	0	0	0	0	0
Gm32017	5	0	0	0	0	0	0	0
Gm46118	0	0	0	0	0	0	0	0
Gm32074	0	0	0	0	0	0	0	0
Gm46119	0	0	0	0	0	0	0	0
Gm46120	0	0	0	0	0	0	0	0
Aqp9	21	20	35	54	7	23	13	3
Gm32714	0	0	0	0	0	0	0	0
Gm32511	0	0	0	0	0	0	0	0
Gm3458	0	0	0	0	0	0	0	0
Aldh1a2	4	1	1	1	0	3	3	1
Gm32769	0	0	0	0	0	0	0	0
Polr2m	2077	2091	2036	2139	1878	1910	1871	1491
Myzap	37	42	44	42	31	36	47	28
Cgnl1	31	38	31	27	41	37	35	24
Gm51713	0	0	0	0	0	0	0	0
Tcf12	1932	1646	2009	1780	1771	1851	1771	1627
Gm27188	0	3	3	1	10	0	0	7
Zfp280d	1108	1199	1134	1113	1140	1102	952	924
Gm27230	1	0	26	17	0	0	11	0
BC065403	0	0	0	0	0	0	0	0
Mns1	935	946	981	931	939	758	716	677
Tex9	460	603	564	472	378	473	375	394
Gm33004	0	0	3	0	0	0	0	0
4930509E16Rik	20	8	21	21	14	29	30	19
Rfx7	1202	1211	1230	1229	1162	1150	1191	1082
Gm23057	0	0	8	8	0	0	0	1
Nedd4	1874	1958	1563	1729	1781	1832	1673	1584
Gm27204	11	2	15	6	16	11	5	0
Prtg	0	3	0	9	0	0	0	0
Pygo1	9	2	1	2	0	3	1	3
Dnaaf4	9	27	30	40	41	42	39	22
Gm23567	0	0	0	0	0	0	0	0
Ccpg1os	12	36	37	2	2	42	30	17
Ccpg1	114	307	159	186	176	135	185	106
Pigb	51	93	59	43	32	29	29	42
Pigbos1	281	237	446	315	269	267	297	205
Rab27a	1046	784	1173	958	966	1271	899	867
Khdc3	22	42	18	33	29	12	7	19
Rsl24d1	2033	2248	1907	2099	2097	2036	2034	2227
Gm27211	0	0	0	0	0	0	0	0
Unc13c	1	0	0	0	0	0	0	0
Gm33407	0	0	0	0	0	0	0	0
Wdr72	0	0	1	1	0	0	0	1
Gm33459	0	0	0	0	0	0	0	0
Gm40533	0	0	0	0	0	0	0	0
Gm39372	0	0	0	0	0	0	0	0
Gm22315	0	0	0	0	0	0	0	0
Gm33562	0	0	0	0	0	0	0	0
Gm16551	0	0	0	0	0	0	0	0
Onecut1	0	0	0	0	0	0	0	0
Gm38678	0	0	0	0	0	0	0	0
Fam214a	90	103	127	53	99	87	98	105
Gm51280	0	0	0	0	0	0	0	0
Gm51714	0	0	0	0	0	0	0	2
Arpp19	6173	5603	6164	5744	5282	5154	5138	4842
Myo5a	1125	1233	1112	992	1142	1180	1147	814
Myo5c	9	13	10	11	9	20	8	19
Gm33750	0	0	0	0	0	0	0	0
Gnb5	21	13	15	26	29	58	19	43
Gm19531	0	0	12	6	0	0	1	6
Bcl2l10	0	0	0	0	0	0	0	0
Mapk6	1724	1581	1866	1662	1756	1607	1546	1389
4933433G15Rik	6	23	32	27	18	10	7	9
Leo1	909	1101	822	979	1030	919	1117	841
LOC115487244	0	0	0	0	0	0	0	0
Gm7972	5	15	8	16	7	4	6	0
Tmod3	2063	1831	2121	2021	1851	1862	2013	1745
Tmod2	38	55	67	97	58	55	35	61
Lysmd2	184	231	142	195	222	248	117	220
Scg3	0	0	0	1	0	0	0	0
Gm39373	0	0	0	0	0	0	0	0
Bmp5	6	3	7	5	7	14	11	11
Hmgcll1	1	3	0	5	1	3	0	2
Gfral	0	0	0	0	0	0	0	0
Hcrtr2	0	0	0	0	0	0	0	0
Fam83b	2	0	3	2	0	2	0	4
Gm34158	0	0	0	0	0	0	0	0
Gm47800	0	0	0	0	0	0	0	0
Tinag	0	2	0	3	1	1	0	2
Mlip	0	0	0	1	1	1	0	0
5730403I07Rik	2	0	0	1	0	0	0	4
Lrrc1	111	78	120	107	147	86	102	61
Klhl31	0	1	4	0	0	1	3	3
Gclc	1077	992	1053	960	813	1003	843	848
Gm34654	0	0	0	0	0	0	0	0
Elovl5	1127	1201	1095	1158	1070	1141	1195	1097
Gm34771	0	0	0	0	0	0	2	0
Gm34829	48	24	18	4	30	34	39	14
Gm39375	0	0	0	0	0	0	0	6
Gm23609	0	0	0	0	0	0	0	0
Gcm1	0	0	0	0	0	8	0	0
Fbxo9	560	555	490	479	588	560	477	467
Cilk1	213	173	254	82	118	133	93	131
Rn7sk	84	30	44	38	36	52	17	34
C920006O11Rik	99	59	108	84	58	87	49	51
Gsta4	9	10	5	5	6	7	9	12
Gsta1	0	0	0	0	0	0	0	0
Gm3776	0	0	0	0	0	0	0	0
Gm10639	0	0	0	0	0	0	0	0
Omt2a	0	0	0	0	0	0	0	0
Omt2b	0	0	0	0	0	0	0	0
Gsta2	0	0	0	0	0	0	0	0
Dppa5a	0	0	0	0	0	0	0	0
Ooep	2	1	2	0	1	1	2	2
Ddx43	59	99	72	85	64	69	63	57
Cgas	1561	1410	1560	1337	1551	1450	1629	1217
Mto1	340	202	219	248	279	273	218	289
Eef1a1	35946	35965	35538	35042	32463	32414	32261	29766
LOC115487230	8	0	0	16	0	2	6	1
Slc17a5	146	112	99	122	124	127	64	99
Cd109	1	2	0	0	1	2	1	0
Gm39376	0	0	0	0	0	0	0	0
Gm35024	0	0	0	0	0	0	0	0
Gm39377	0	0	0	0	0	0	0	0
Gm10635	0	0	0	0	0	0	0	0
Col12a1	1	2	1	1	2	2	3	1
Gm39378	0	0	0	0	0	4	0	1
Cox7a2	5876	5442	5728	5250	4681	5092	5641	4885
Tmem30a	907	906	903	1027	935	1079	999	912
4930429F24Rik	4	0	2	0	5	0	0	0
Filip1	5	2	5	1	4	10	3	4
Gm35261	0	0	0	0	0	0	0	0
Senp6	3379	2986	3203	3207	3084	3011	2973	2814
Myo6	44	48	68	46	47	42	61	39
Gm27227	0	0	0	0	0	0	0	0
Impg1	0	0	0	0	0	0	0	0
Gm39380	0	0	0	0	0	0	0	0
Gm35397	0	0	0	0	0	0	0	0
Gm39381	0	0	0	0	0	0	0	0
Htr1b	0	2	2	1	2	1	0	0
D430036J16Rik	2	3	0	0	2	3	0	1
Mei4	78	122	125	63	36	19	22	27
Gm23748	0	0	0	0	0	0	0	0
Gm35548	0	0	0	0	0	0	0	0
1700063H06Rik	0	0	0	0	0	0	0	0
Gm22836	0	0	0	0	0	0	0	0
Gm35690	0	0	0	0	0	0	0	0
Irak1bp1	212	203	216	248	259	201	218	173
Gm38553	1	0	0	0	3	0	7	1
Phip	1552	1528	1783	1648	1648	1505	1391	1273
Gm39382	1	0	0	0	0	1	0	1
Gm39383	0	0	0	0	0	0	0	0
Gm35746	0	0	0	1	0	0	0	0
Gm2065	0	0	4	0	0	1	1	1
LOC115486417	0	0	0	0	0	0	0	0
Hmgn3	25	61	63	54	55	58	43	37
Gm27216	0	0	0	0	0	0	0	0
Gm46122	0	0	0	0	0	0	0	0
Gm40536	0	0	0	0	0	0	0	0
Gm46123	0	0	0	0	0	0	0	0
Lca5	47	45	83	68	40	48	95	39
Gm2087	0	0	0	0	0	0	0	0
Sh3bgrl2	9	6	2	2	2	2	13	4
Gm39384	0	0	0	0	0	0	0	0
Gm36120	0	0	0	0	0	0	0	0
Gm2109	0	0	0	0	0	0	0	0
Gm39385	0	0	0	0	0	0	0	0
Gm39386	0	0	0	0	0	0	0	0
Elovl4	10	2	25	6	13	21	6	10
Ttk	1265	936	1212	1098	1065	863	1054	651
Gm39387	0	1	0	1	0	0	0	0
Gm36278	0	0	0	0	0	0	0	0
Bckdhb	132	100	106	89	97	167	74	82
Gm29163	0	0	0	0	0	0	0	0
Gm46124	0	0	0	0	0	0	1	0
Gm26146	0	0	0	0	0	0	0	0
Gm39388	0	0	0	0	0	0	0	0
Gm26126	0	0	0	0	0	0	0	0
4930554C24Rik	0	0	0	0	0	0	0	0
Gm36366	0	0	0	0	0	0	0	0
Tent5a	1151	1205	1460	1261	1146	1180	1481	997
Gm25125	0	0	0	0	0	0	0	0
Ibtk	2050	2060	1895	1891	1853	1666	1695	1422
Gm22830	0	0	0	0	0	0	0	0
LOC115487186	8	3	0	1	0	1	0	0
Tpbg	21	51	35	22	5	14	16	16
Ube2cbp	296	255	272	250	255	201	285	264
Dop1a	731	651	627	657	685	668	673	537
Pgm3	245	207	249	275	211	324	221	183
Rwdd2a	25	33	49	25	34	5	9	22
Me1	12	10	7	28	34	20	5	10
A330041J22Rik	1	1	0	0	1	0	0	0
Gm22138	0	0	0	0	0	0	0	0
Prss35	0	0	0	0	0	0	0	0
Snap91	0	0	0	0	0	0	0	0
Gm39389	0	0	0	0	1	0	0	0
Gm36539	0	0	0	0	0	0	0	0
Gm51687	0	0	0	0	1	0	0	0
Ripply2	0	0	0	0	0	0	0	0
Cyb5r4	754	684	778	902	846	737	713	737
Mrap2	0	0	0	0	0	0	0	0
Cep162	1267	1093	1209	1052	667	698	737	483
Tbx18	0	0	1	1	0	0	0	0
Gm36767	0	0	0	0	0	0	0	0
Gm25528	0	0	0	0	0	0	0	0
Gm23176	0	0	0	0	0	0	0	0
Gm28231	0	0	0	0	0	0	0	0
Gm51281	0	0	0	0	0	0	0	0
Nt5e	29	29	48	23	22	12	7	25
Snx14	125	123	143	110	84	119	123	109
Syncrip	7944	8126	8161	7804	7404	7367	8144	7387
Snhg5	2593	2554	2789	2692	1950	2219	2146	1955
LOC115487269	0	19	1	5	0	0	0	4
LOC115487267	0	3	7	13	0	0	3	1
Zfp949	45	23	55	25	31	48	43	16
Trim43a	0	0	0	0	0	0	0	0
Gm51715	0	0	0	0	0	0	1	0
9430037G07Rik	2	5	0	0	3	0	0	0
LOC115487271	0	0	0	0	0	0	0	0
Gm26567	0	0	0	0	0	0	0	0
Gm29415	0	0	0	0	0	0	0	0
Mthfsl	60	90	46	51	25	89	84	45
Gm10634	0	0	0	0	0	0	0	0
Bcl2a1d	32	27	13	68	30	56	18	40
Gm26082	0	0	0	0	0	0	0	0
Trim43c	0	0	0	0	0	0	0	0
9330159M07Rik	37	7	2	7	3	12	8	1
LOC115487268	0	0	0	0	0	0	0	0
Gm26611	0	0	0	0	0	0	0	0
Gm2396	0	0	0	3	0	0	0	0
Bcl2a1a	3	2	6	5	0	3	0	2
Gm51716	0	0	0	0	0	0	0	0
Gm24463	0	1	15	0	0	0	0	0
LOC115487270	0	0	0	0	0	0	0	0
Trim43b	0	0	0	0	0	0	0	0
Gm40542	0	0	0	0	0	0	0	0
4930579C12Rik	0	0	0	0	0	0	0	0
Gm26423	0	0	0	0	0	0	0	0
Gm40544	0	0	0	0	0	0	0	0
Bcl2a1b	453	539	515	573	407	486	394	372
Mthfs	87	63	37	51	80	60	111	58
Gm40543	0	1	0	0	0	0	0	3
LOC115487298	0	0	0	0	0	0	0	0
Gm47403	0	0	0	0	0	0	0	0
Minar1	0	0	0	0	0	0	0	0
Tmed3	495	605	464	474	436	457	526	468
Ankrd34c	0	0	0	0	0	0	0	0
Mir184	0	0	0	0	0	0	0	0
4930524O08Rik	0	0	0	0	0	0	0	0
Rasgrf1	3	0	1	0	1	1	1	0
Ctsh	134	105	107	139	85	117	117	118
Morf4l1	1107	1156	1251	1155	1053	957	831	810
n-TKctt18	112	120	135	87	69	94	90	55
9430062P05Rik	0	0	0	0	2	1	0	0
Adamts7	0	0	1	1	0	0	2	2
Tbc1d2b	171	200	203	154	220	187	243	267
Gm30849	0	0	0	0	0	0	0	0
Gm39398	0	0	0	0	0	0	0	0
Gm30905	0	0	0	0	0	0	0	0
Gm28703	0	0	0	0	0	0	0	0
Gm31114	0	0	0	0	0	0	0	0
Gm40546	0	0	0	0	0	0	0	0
A730094K22Rik	0	0	0	0	0	0	0	0
Gm40545	0	0	0	0	0	0	0	0
Zic1	0	0	0	0	0	0	0	0
Zic4	0	0	0	0	0	0	0	0
Gm29478	0	0	0	0	0	0	0	0
Gm39400	0	0	0	0	0	0	0	0
Gm26101	0	0	0	0	0	0	0	0
Gm31409	0	0	0	0	0	1	0	0
Gm46147	0	0	0	0	0	0	0	0
Plscr5	0	0	0	0	0	0	0	0
Gm31588	1	0	0	1	3	0	0	1
Gm31531	0	0	0	0	0	0	0	0
Plscr1	209	188	174	307	143	191	152	230
Mir6386	0	0	0	0	0	0	0	0
Plscr2	12	9	5	9	9	13	7	6
1700057G04Rik	0	0	0	0	0	0	0	0
Plscr4	4	3	5	4	4	8	2	5
Gm25417	0	0	0	0	0	0	0	0
B430319G15Rik	9	13	14	16	7	6	10	2
Plod2	162	175	134	185	110	181	91	139
4933400C23Rik	0	0	0	0	0	0	0	0
1700034K08Rik	0	0	0	0	0	0	0	0
Gm39401	0	0	0	0	0	0	0	0
Gm31847	0	0	0	0	0	0	0	0
Gm39403	0	0	0	0	0	0	0	0
Gm24200	0	0	0	0	0	0	0	0
Gm46148	0	0	0	0	0	0	0	0
Gm31957	0	0	0	0	0	0	0	0
Dipk2a	352	372	299	315	274	356	356	318
Gm39404	0	0	0	0	0	0	0	0
Slc9a9	66	28	57	33	20	35	26	18
Mir7656	0	0	0	0	0	0	0	0
Gm32018	0	0	0	0	0	0	0	0
Chst2	787	683	767	594	861	724	952	779
LOC115487290	0	0	0	0	0	0	0	0
Gm32133	0	14	3	3	14	2	7	3
U2surp	6394	5843	6193	5843	5916	5713	5788	5146
Paqr9	0	0	0	0	6	0	0	0
Gm32542	0	0	0	0	0	0	0	0
Gm25582	0	0	0	0	0	0	0	0
Pcolce2	29	20	22	22	31	24	29	21
Trpc1	1	0	13	9	6	3	1	0
Gm39407	0	0	0	0	0	0	0	0
Pls1	18	12	13	25	2	2	28	3
1700065D16Rik	11	5	19	1	4	3	21	3
Atr	499	424	567	567	485	427	525	521
Gm16794	0	5	8	0	4	0	0	0
Xrn1	1846	1695	1491	1560	1291	1333	1427	1095
Gk5	100	198	136	128	117	91	119	70
Tfdp2	480	518	428	438	386	379	404	306
Gm39408	0	10	5	16	0	4	0	0
Atp1b3	3154	3406	3399	3437	3324	3348	3584	3149
Gm39409	0	0	0	0	0	0	0	0
Gm40550	1	1	4	0	0	0	0	0
Gm51656	0	0	0	0	0	0	0	0
Rnf7	839	911	1002	998	828	866	974	903
Gm28729	1	0	4	4	0	0	0	1
Rasa2	2071	1799	2188	1895	1754	1611	1823	1619
Zbtb38	692	517	621	561	473	483	475	445
E030011O05Rik	1	0	0	0	0	0	0	0
C430002N11Rik	6	0	19	1	0	0	10	1
Pxylp1	194	198	262	286	245	301	243	262
Gm51657	0	0	0	0	0	0	0	0
Spsb4	0	1	0	0	0	0	0	0
Gm16010	1	0	0	0	2	0	0	0
Gm19325	0	0	0	0	0	10	0	0
Slc25a36	394	367	441	330	342	389	302	262
Gm33302	1	0	0	0	0	1	5	0
Gm33357	0	0	0	0	0	0	0	0
Gm46149	0	0	0	0	0	0	0	0
Trim42	0	0	0	0	0	0	0	0
Gm25607	0	0	0	0	0	0	0	0
Clstn2	1	1	3	3	0	4	7	1
4921534H16Rik	0	0	0	0	0	0	0	0
Nmnat3	96	75	173	133	98	123	104	111
Gm46126	0	0	0	0	0	0	0	0
Rbp1	30	15	24	38	8	18	18	19
Rbp2	0	0	0	0	0	0	0	0
4930579K19Rik	10	3	1	1	13	0	2	17
Copb2	2576	2381	2613	2236	2296	2017	2210	1797
Mrps22	1263	1357	1184	1352	1115	993	1429	1118
E330023G01Rik	0	0	0	0	0	0	0	0
Gm39411	0	0	0	0	0	0	0	0
Gm33563	0	0	0	0	0	0	0	0
Gm33644	0	0	0	0	0	0	0	0
Prr23a1	0	0	0	0	0	0	0	0
Prr23a2	0	0	0	0	0	0	0	0
Prr23a3	0	0	0	0	0	0	0	0
Gm33700	0	0	0	0	0	0	0	0
7420426K07Rik	0	0	0	0	0	0	0	0
Gm33778	0	0	0	0	0	0	0	0
Foxl2os	0	0	0	0	0	0	0	0
Foxl2	0	0	0	0	0	0	0	0
Faim	629	604	569	480	497	582	480	532
Gm1123	0	0	0	0	0	0	0	0
Pik3cb	104	103	117	63	129	131	98	105
Gm33857	0	0	0	0	0	0	0	0
Cep70	150	147	128	84	156	111	131	110
Faiml	0	0	0	0	0	0	0	0
4930422M22Rik	0	0	0	0	0	0	0	0
Esyt3	1	0	0	1	0	0	1	4
Mras	13	14	5	7	9	7	8	10
Nme9	0	0	0	0	3	0	1	1
1600029I14Rik	3	1	4	4	2	1	3	4
Armc8	1037	842	1136	1176	1060	1129	1061	928
Dbr1	1783	1574	1792	1520	1495	1287	1864	1381
A4gnt	0	0	0	0	0	0	0	0
Dzip1l	6	5	3	7	1	4	2	2
Cldn18	259	190	191	209	187	238	201	185
Gm23949	0	0	0	0	0	0	0	0
Sox14	0	0	0	0	0	0	0	0
Gm23594	0	0	0	0	0	0	0	0
4930519F24Rik	0	0	0	0	0	0	0	0
4930540E01Rik	0	0	0	0	0	0	0	0
Gm28167	0	0	0	0	0	0	0	0
Gm34397	0	0	0	0	0	0	0	0
Gm28166	0	0	0	0	0	0	0	0
Il20rb	50	57	70	64	47	39	78	78
Nck1	454	531	501	467	433	354	408	388
Gm46139	34	30	23	39	9	24	33	18
Slc35g2	4	0	2	0	3	3	5	0
Stag1	2430	2485	2419	2392	2117	2199	2110	1607
Pccb	263	173	212	268	193	182	254	265
Msl2	1691	1347	1790	1620	1528	1538	1737	1534
Ppp2r3a	187	254	276	190	177	262	230	244
Gm24338	0	0	0	0	0	0	0	0
Gm28979	0	0	0	0	0	0	0	0
Gm24638	0	0	0	0	0	0	0	0
Ephb1	0	1	0	0	0	1	0	0
Gm31326	0	0	0	0	0	0	0	0
Gm31233	0	0	0	0	0	0	0	0
Mir7243	0	0	0	0	0	0	0	0
Ky	2	0	0	0	1	1	0	0
Gm29387	0	1	0	0	0	0	0	0
Cep63	684	726	754	822	655	680	551	557
Anapc13	399	361	448	425	430	471	468	440
Gm46150	0	0	0	0	0	0	0	0
Amotl2	11	15	16	20	17	18	22	16
Gm5627	0	0	0	0	0	0	0	0
Gm46151	0	0	0	0	0	0	0	0
Ryk	262	202	288	287	226	283	248	256
Gm31434	0	0	0	0	0	0	1	0
Slco2a1	76	67	74	77	56	80	63	85
Gm22595	0	0	0	0	0	0	0	0
Gm46128	0	0	0	0	0	0	7	0
Rab6b	482	450	517	510	447	589	405	356
Gm51658	0	0	0	0	0	0	0	0
Srprb	723	631	630	652	601	708	776	477
Trf	47	48	48	35	37	34	37	33
1300017J02Rik	0	0	0	0	0	0	0	0
Gm31701	0	0	0	0	0	0	0	0
Topbp1	2879	2605	2741	3014	3074	2799	2974	2445
Cdv3	6267	5938	6916	6433	5707	5901	6099	5150
5830418P13Rik	0	0	0	0	0	0	0	0
Bfsp2	0	1	0	0	0	0	0	0
Gm16252	0	0	0	0	0	0	0	0
Tmem108	7	27	40	9	33	34	24	25
Gm32743	0	0	0	0	0	0	0	0
4932413F04Rik	0	0	0	0	0	0	0	0
Gm32682	0	0	0	0	0	0	0	0
Gm46129	0	0	0	0	0	0	0	0
Gm29154	0	0	0	0	0	0	0	0
Gm32797	0	0	0	0	0	0	0	0
Gm33054	0	0	0	0	0	0	0	0
Nphp3	22	37	45	12	55	41	48	27
Uba5	691	580	734	782	575	820	828	693
Acad11	40	39	53	25	25	16	35	20
Ackr4	0	0	0	3	1	1	1	1
Dnajc13	1459	1437	1257	1415	1239	1209	1229	1102
Gm46130	0	0	0	0	0	0	0	0
Acpp	56	22	83	33	26	26	33	25
Gm28548	0	0	0	0	0	0	0	0
n-TCgca47	0	0	0	0	0	0	0	0
n-TCgca53	0	0	7	2	0	6	6	6
n-TEttc8	21	36	16	19	22	12	12	16
Mir2136	0	0	0	0	0	0	0	0
LOC108167682	0	0	0	0	0	0	0	0
Cpne4	0	0	0	0	0	0	0	0
Mrpl3	1490	1465	1504	1624	1676	1510	1563	1401
Nudt16	294	273	258	269	308	294	247	254
Nudt16l2	0	0	0	0	0	0	0	0
Nek11	0	3	0	0	2	4	3	0
Aste1	135	229	169	202	195	208	238	187
Atp2c1	394	545	461	507	454	442	421	361
Gm40564	0	0	0	3	0	0	0	0
Pik3r4	380	303	515	420	394	352	519	434
Col6a6	0	13	0	1	0	0	0	0
