"","ctrl_1","ctrl_2","ctrl_3","ctrl_4","ctrl_5","tx_1","tx_2","tx_3","tx_4","tx_5"
"Xrcc6bp1",38,3,173,16,65,131,105,85,183,98
"Mthfd1l",89,14,525,0,123,186,312,335,204,120
"Ppp1r14c",0,0,0,0,0,0,0,0,0,0
"Plekhg1",14,5,67,2,18,73,49,10,59,62
"Akap12",114,163,21,166,143,22,78,47,80,98
"Esr1",0,53,28,0,5,32,0,55,0,0
"Syne1",576,486,701,364,705,687,628,648,413,477
"Rgs17",24,0,0,24,0,7,8,4,0,0
"Oprm1",1,7,0,0,0,68,0,0,0,3
"Ipcef1",427,345,363,537,342,243,457,136,15,104
"Cnksr3",2,42,0,35,15,22,38,31,28,0
"Katna1",520,400,558,282,229,535,487,614,397,796
"Zc3h12d",230,276,484,221,331,242,234,336,221,385
"Ulbp1",0,0,0,78,0,3,0,0,0,0
"Lrp11",7,0,0,0,0,12,0,19,4,0
"Sash1",127,59,115,150,201,69,178,147,4,92
"Stxbp5",37,82,168,30,61,212,200,143,115,280
"Adgb",1,0,0,0,0,16,50,164,28,39
"Grm1",1,0,0,0,0,6,0,0,36,0
"Epm2a",0,0,0,0,0,0,0,0,0,0
"Phactr2",187,485,218,404,391,318,195,596,410,263
"Plagl1",33,30,52,52,30,41,52,39,42,82
"Aig1",0,0,0,0,0,0,14,53,0,0
"Hivep2",595,800,2135,1169,1186,1028,982,699,791,1104
"Adgrg6",145,169,13,60,38,173,177,154,224,153
"Gm20125",0,0,0,0,0,0,0,0,0,0
"Reps1",107,33,104,43,148,322,86,45,107,235
"Ccdc28a",67,12,65,24,6,264,206,102,166,177
"Nhsl1",0,0,44,31,0,0,15,25,53,0
"Arfgef3",0,0,0,0,0,9,0,1,0,0
"Tnfaip3",519,635,220,644,519,847,595,552,566,557
"Bclaf1",2399,2937,1404,3273,2693,1328,1417,1173,701,1593
"Map3k5",457,437,662,745,474,671,476,374,276,341
"Map7",110,77,184,118,58,198,68,132,42,65
"Pde7b",0,0,0,0,38,0,0,0,0,0
"Sgk1",115,61,41,222,101,237,79,101,143,233
"Hbs1l",312,552,423,135,298,435,287,559,434,602
"Raet1b",0,0,0,0,0,0,0,0,0,0
"Slc2a12",0,0,0,0,0,0,0,0,0,0
"H60b",0,0,0,0,0,0,0,0,0,0
"Raet1c",0,0,0,0,0,0,0,0,0,0
"Raet1a",0,0,0,0,0,0,0,0,0,0
"Eya4",0,0,0,0,0,0,0,0,0,0
"Vnn3",34,0,0,11,0,0,39,46,0,1
"Med23",72,158,188,23,41,242,184,141,41,125
"Enpp1",200,127,589,147,160,298,212,399,58,292
"Moxd1",0,0,0,0,0,0,0,0,0,0
"Epb41l2",1418,1804,2017,776,1001,2014,1973,2802,1428,2086
"Akap7",376,566,305,318,568,361,521,309,217,587
"4930401C15Rik",0,0,0,0,0,0,0,0,0,0
"Gm29571",0,0,0,0,0,0,0,0,0,0
"Arhgap18",180,456,440,291,180,508,323,453,431,364
"L3mbtl3",152,92,18,307,117,152,119,0,8,77
"4930579H20Rik",0,0,0,0,0,0,0,0,0,0
"9330159F19Rik",0,0,13,5,0,0,16,0,11,31
"Themis",33,108,15,82,97,81,29,77,12,89
"Rspo3",0,0,0,0,0,0,0,14,0,0
"Trmt11",0,39,0,0,0,34,12,24,19,3
"Hddc2",0,125,23,4,33,35,146,136,46,97
"Ncoa7",892,723,373,1023,680,1349,1135,1050,768,1115
"Rnf217",0,0,0,0,9,56,0,13,2,89
"Trdn",23,0,24,0,0,92,0,14,116,0
"Trappc3l",0,0,0,0,0,0,0,0,0,0
"Nt5dc1",53,149,73,35,69,72,210,130,139,223
"Zufsp",412,389,87,1020,287,267,152,175,15,117
"Lama4",26,30,78,84,97,50,33,0,34,2
"Fyn",1236,814,572,899,693,1031,881,846,769,944
"E130307A14Rik",71,66,240,79,0,43,171,171,183,108
"Mettl24",0,0,0,0,0,0,0,0,0,0
"Cdk19",815,914,1290,665,828,1105,625,818,630,694
"Mfsd4b5",0,0,0,0,2,0,0,1,18,12
"Ddo",0,0,0,0,0,0,0,0,0,0
"Slc16a10",0,0,87,45,0,0,75,0,94,30
"Rpf2",270,378,356,404,298,513,794,549,301,642
"Fig4",86,52,35,69,21,1,13,17,26,23
"Sesn1",113,237,164,226,83,92,222,175,130,162
"Ccdc162",7,16,25,0,0,67,37,28,106,16
"Lace1",0,1,46,43,58,5,0,61,27,9
"Foxo3",0,0,0,0,24,0,7,0,6,0
"Scml4",131,101,133,94,148,58,106,27,0,30
"Pdss2",0,0,0,22,0,0,0,0,1,0
"Sobp",0,0,0,50,0,0,0,66,1,0
"Rtn4ip1",27,60,186,103,189,29,79,57,81,138
"Atg5",540,266,601,368,283,483,566,595,357,863
"Speer5-ps1",0,0,0,0,0,0,0,0,0,0
"Bves",0,0,0,0,0,0,0,0,0,0
"Hace1",43,0,32,0,71,31,28,28,29,19
"Sim1",0,0,0,0,0,0,0,0,0,0
"Ascc3",325,254,29,266,551,79,31,112,23,125
"Dcbld1",21,4,16,33,0,11,0,0,0,27
"Ros1",0,0,0,0,0,0,0,0,0,0
"Cep85l",112,0,0,251,103,44,83,22,0,15
"Slc35f1",0,0,0,0,0,0,0,0,0,0
"Man1a",179,201,139,181,342,214,142,114,119,103
"Fam184a",28,0,0,0,24,25,14,0,1,18
"Asf1a",186,133,205,126,158,265,304,114,60,139
"Mcm9",31,45,0,12,66,3,1,0,0,7
"Tbc1d32",12,61,1,0,58,41,45,75,0,38
"Ranbp2",673,648,227,2082,886,187,301,270,351,297
"Lims1",439,470,341,155,420,401,480,659,251,502
"Smpdl3a",265,503,138,115,286,139,252,586,218,477
"Sh3rf3",0,0,0,1,0,0,2,0,0,0
"Mcu",224,41,526,290,189,348,314,755,475,488
"Psap",8079,10525,13981,2212,4778,21365,15529,26533,15204,18469
"Ascc1",54,60,351,121,120,106,222,254,175,154
"Cdh23",1,0,0,0,3,4,16,0,0,0
"Aifm2",0,1,54,78,4,49,15,106,127,6
"Adamts14",46,20,66,13,0,71,21,96,28,7
"Pald1",1,86,224,0,25,92,94,47,0,89
"Npffr1",0,0,0,0,0,0,0,0,0,0
"Hkdc1",0,0,0,0,0,0,0,0,0,0
"Tacr2",0,0,0,0,0,0,0,0,0,0
"Ccar1",1705,1618,997,1209,1332,1306,1088,1341,1103,1163
"Herc4",397,531,342,377,252,537,541,471,359,541
"Pbld2",20,0,0,0,0,24,43,76,16,61
"Mypn",0,0,0,0,0,0,0,10,0,31
"Zfp365",0,0,14,0,0,0,16,0,0,40
"Jmjd1c",556,352,229,830,1044,400,710,394,155,607
"Rtkn2",23,0,0,45,0,0,0,0,0,0
"Ank3",1,19,12,8,1,1,12,256,98,14
"Cdk1",223,290,889,113,261,120,443,601,233,214
"Ccdc6",253,272,402,252,233,334,390,387,347,376
"D630013N20Rik",0,0,0,0,0,0,0,0,0,0
"Bicc1",52,58,0,28,40,39,0,32,99,136
"Fam13c",0,0,28,0,0,0,0,0,24,0
"C730027H18Rik",0,0,0,0,0,0,0,0,0,0
"A330049N07Rik",0,0,0,0,0,0,0,0,0,0
"Bcr",113,241,520,217,170,321,178,272,273,191
"Rsph14",0,0,0,0,0,0,0,0,0,0
"Specc1l",456,429,662,686,734,553,636,1466,897,1282
"Gnaz",37,0,38,93,13,0,16,0,38,52
"Slc5a4a",0,0,0,0,0,0,0,0,0,0
"Dip2a",59,1,55,0,1,51,103,87,107,0
"Pcnt",612,561,1379,1219,1033,888,716,1214,722,1115
"Cabin1",992,399,942,526,861,754,775,812,520,762
"Adarb1",0,47,48,0,1,0,11,46,0,0
"Col18a1",0,0,40,26,21,19,0,0,0,0
"Pcbp3",6,0,155,0,49,72,75,96,79,58
"Pfkl",79,48,149,69,39,201,240,165,210,178
"Tspear",0,0,0,0,0,0,0,0,0,0
"Vmn2r80",0,0,0,0,0,0,0,0,0,0
"Mir6912",0,0,0,0,0,0,0,0,0,0
"Arid3a",424,274,396,94,415,437,513,461,487,341
"Sbno2",855,541,1226,496,442,1347,1450,1989,968,1124
"Scamp4",80,88,495,65,143,288,339,446,191,358
"Misp",0,0,0,0,27,32,0,0,0,0
"Adamtsl5",0,61,34,0,0,12,12,0,2,0
"Gng7",0,0,0,0,0,0,0,0,0,0
"Gm10778",0,0,0,0,0,0,0,0,0,0
"Zfp873",35,0,0,0,0,20,41,7,119,79
"Zfp781",0,0,0,0,0,0,0,0,0,0
"Hcfc2",0,0,0,0,15,0,78,0,0,7
"Chst11",234,87,248,0,25,112,91,240,109,109
"1500009L16Rik",21,32,27,0,0,8,0,9,62,48
"Aldh1l2",0,0,0,0,0,0,0,0,0,0
"Appl2",455,285,522,231,283,515,491,618,629,590
"D10Wsu102e",319,613,1453,570,342,638,521,861,795,592
"Polr3b",103,199,609,174,329,462,512,261,236,266
"Rfx4",0,0,0,0,0,0,8,0,0,0
"Nuak1",131,11,59,338,278,171,118,112,88,95
"Btbd11",22,22,0,0,40,16,19,10,55,0
"Syn3",0,0,0,0,0,0,28,24,0,0
"Stab2",1,57,0,110,0,64,63,133,46,29
"Ttc41",0,0,0,0,0,0,0,0,0,0
"1700113H08Rik",0,0,0,0,0,25,2,0,25,0
"Pah",0,0,0,0,0,0,0,0,0,0
"Chpt1",20,81,144,147,52,31,51,120,16,77
"Mybpc1",0,0,0,0,0,0,0,0,0,0
"Ccdc53",161,206,173,19,33,267,192,149,202,153
"Dram1",129,25,8,1,31,35,49,64,0,70
"Arl1",29,29,20,1,0,2,85,1,2,22
"Scyl2",99,39,99,49,17,6,59,33,13,43
"Uhrf1bp1l",394,571,634,288,434,557,849,614,354,584
"Nr1h4",25,4,0,0,0,0,0,0,0,5
"Ikbip",104,47,60,0,62,272,105,148,38,140
"Rmst",0,0,0,17,0,0,0,0,0,0
"Cdk17",318,350,113,144,218,367,216,319,252,332
"Usp44",0,0,0,0,0,0,0,0,0,0
"Fgd6",4,54,53,57,67,73,73,18,0,81
"Snrpf",274,496,6,122,75,423,434,224,443,328
"Lta4h",698,757,601,191,487,1012,909,950,628,856
"Ntn4",0,0,0,0,0,0,0,0,0,0
"Vezt",72,200,62,168,175,82,210,193,91,270
"Cep83",244,461,134,294,334,131,402,133,359,254
"Plxnc1",2325,1674,1914,1470,1512,3137,3243,3333,2253,3159
"Cradd",20,36,58,92,12,95,131,138,83,203
"Nudt4",371,504,442,94,274,445,492,633,473,536
"Eea1",1077,990,523,1550,978,545,627,538,378,690
"Gm8633",0,0,0,0,0,0,0,0,0,0
"Epyc",0,0,0,0,0,0,0,0,0,0
"Gm10754",0,0,0,0,0,0,0,0,0,0
"Atp2b1",4824,3981,3146,5163,4757,4040,3778,2979,3274,3524
"Cep290",192,323,139,238,262,262,193,131,79,137
"Lrriq1",0,0,0,0,0,0,0,0,0,0
"Slc6a15",0,0,0,0,0,0,0,0,0,0
"Alx1",0,0,0,0,0,0,0,0,0,0
"Tmtc2",3,86,57,11,60,56,31,60,69,101
"Mettl25",0,48,1,24,7,6,39,33,3,0
"Ppfia2",0,0,0,0,0,0,0,41,0,0
"4930532I03Rik",0,0,0,0,0,0,0,0,44,0
"Ptprq",0,0,0,10,0,0,0,0,0,0
"Lin7a",0,0,0,0,0,0,0,0,1,0
"Otogl",0,0,0,0,0,0,0,0,0,0
"Pawr",0,40,0,98,1,0,1,0,0,24
"Syt1",38,0,0,1,23,0,0,7,0,20
"Ppp1r12a",3843,4480,4113,4635,4465,3371,4300,2600,2295,4425
"Nav3",0,0,0,83,0,0,23,0,0,0
"E2f7",31,118,180,0,7,0,12,53,47,10
"1700020G17Rik",0,0,0,0,0,0,0,0,0,0
"Osbpl8",440,414,318,296,475,484,478,403,166,384
"Glipr1l1",0,0,0,0,0,0,0,0,0,0
"Kcnc2",0,0,0,0,2,0,0,0,0,0
"Tbc1d15",710,527,277,681,480,676,560,843,219,619
"Trhde",0,0,0,0,0,0,1,0,0,0
"Tph2",0,0,0,0,0,0,0,0,0,0
"Ptprr",0,0,0,0,0,0,0,0,0,0
"Lgr5",2,0,25,0,0,0,0,0,5,0
"Cnot2",771,1196,2140,313,818,1049,1047,1216,793,1038
"Myrfl",0,0,0,0,0,0,0,0,0,0
"Rab3ip",252,125,194,135,142,367,199,544,167,262
"Mdm2",905,785,2486,427,965,1376,1366,2511,1033,2288
"Rap1b",2016,2063,2392,712,1161,3143,3505,3584,2476,3830
"Irak3",49,109,11,96,164,89,40,87,45,79
"Hmga2",13,0,0,0,0,0,0,1,0,0
"Msrb3",28,20,68,49,45,64,33,25,45,85
"Gns",981,1023,1769,727,559,1949,1908,2855,1370,2016
"Srgap1",15,149,7,61,6,27,51,0,1,26
"4930503E24Rik",0,0,0,0,0,1,0,0,0,0
"Slc16a7",1,0,0,0,0,21,0,68,7,9
"R3hdm2",563,318,335,353,253,257,211,366,292,340
"Nxph4",0,0,0,0,0,0,0,7,0,0
"Dctn2",500,755,1366,213,445,1060,801,1780,883,1533
"Avil",0,0,0,0,0,0,14,0,0,0
"Nab2",44,60,400,157,86,125,217,400,170,281
"Pan2",199,172,140,8,76,132,192,170,44,181
"Erbb3",0,0,0,0,0,0,0,0,0,0
"Sarnp",12,81,45,125,56,94,183,128,33,237
"Pmel",0,0,0,0,0,0,1,8,25,0
"B020014A21Rik",0,0,0,0,0,0,0,0,0,0
"H60c",0,0,0,0,0,0,0,0,0,0
"Iyd",0,0,0,0,0,0,0,0,0,0
"Armt1",88,80,132,0,47,123,118,167,183,65
"Gm5512",0,0,0,0,0,0,0,0,0,0
"Rmnd1",0,0,0,0,0,0,13,0,0,0
"Zbtb2",165,131,350,83,196,72,186,599,97,213
"Ccdc170",0,17,0,0,0,0,0,0,0,0
"Myct1",0,0,0,0,0,0,0,14,0,0
"Vip",0,0,0,0,0,0,0,0,0,0
"Mtrf1l",16,42,18,40,53,128,123,158,22,119
"Fbxo5",35,124,319,58,112,1,75,155,91,53
"A630066F11Rik",0,0,44,0,0,0,59,0,2,12
"Nup43",0,45,71,0,28,132,42,108,45,85
"Pcmt1",209,267,118,39,140,317,335,251,252,127
"BC020402",0,0,0,0,0,37,0,1,0,4
"Lats1",108,73,88,232,234,75,125,140,104,161
"Mir5104",0,0,0,0,0,0,0,0,0,0
"Ginm1",29,135,9,203,53,131,81,115,43,62
"Ppil4",725,760,741,743,835,650,590,796,373,602
"Tab2",767,1221,576,344,980,1086,1114,866,418,755
"Gm6150",0,0,0,0,0,0,0,0,0,0
"Samd5",0,0,0,0,0,0,0,13,0,0
"Rab32",1181,1023,887,263,566,1378,1457,1542,1063,1521
"Gm5177",0,0,0,0,0,0,0,0,24,1
"4930567K20Rik",0,0,0,0,0,0,0,0,0,0
"Shprh",86,113,76,187,147,55,219,134,82,91
"Fbxo30",26,80,24,0,50,50,49,38,117,28
"Stx11",461,378,408,236,371,629,396,590,390,814
"B230208H11Rik",0,0,30,52,0,0,1,0,0,0
"Hymai",0,0,0,33,0,0,0,0,0,0
"Sf3b5",458,425,641,194,103,609,707,1124,481,796
"Zc2hc1b",0,0,0,0,0,0,0,0,0,0
"Ltv1",180,186,278,117,171,131,219,228,84,80
"Pex3",83,96,294,105,191,29,137,140,41,279
"Fuca2",164,213,313,40,243,306,285,526,184,400
"Adat2",16,31,0,0,0,39,32,43,3,151
"Gje1",0,0,0,0,0,0,0,0,0,0
"Nmbr",0,0,0,0,0,0,0,0,0,0
"1700016L04Rik",0,0,0,0,0,0,0,0,0,0
"C330004P14Rik",0,0,0,0,0,0,0,0,0,0
"Cited2",210,191,110,180,103,285,189,114,20,235
"Heca",94,213,307,194,61,118,197,122,75,155
"Abracl",1218,1345,1417,171,614,2232,2717,2434,1742,2579
"Ect2l",0,0,0,0,0,0,0,0,0,0
"Hebp2",0,0,0,0,46,0,0,22,0,0
"4930444F02Rik",0,0,0,0,0,0,0,0,0,0
"Gm4922",0,0,0,0,0,0,0,0,0,0
"Perp",0,0,0,82,0,18,0,38,0,21
"Gm20139",0,0,0,0,0,0,0,0,0,0
"Olig3",0,0,0,0,0,0,0,0,0,0
"Ifngr1",1301,1506,2200,912,1511,2772,2725,3006,1841,2532
"Il22ra2",156,191,197,108,92,315,169,290,139,354
"Il20ra",0,0,0,0,3,0,13,0,1,1
"Pex7",120,103,153,16,161,317,195,268,190,222
"Slc35d3",0,0,0,0,0,0,0,0,0,0
"Mir6413",0,0,0,0,0,0,0,0,0,0
"Rpl32l",18,0,0,21,26,48,27,1,7,7
"4930405J17Rik",0,0,0,0,0,0,0,0,0,0
"Mtfr2",0,54,0,0,21,0,40,0,0,0
"Myb",400,245,323,364,206,318,408,519,200,185
"4930455C13Rik",0,0,0,0,0,0,0,0,0,0
"Aldh8a1",0,0,0,0,0,0,0,0,0,0
"1700020N01Rik",0,0,0,0,0,0,0,0,0,0
"Gm5420",0,0,0,0,0,0,0,0,0,0
"4930444G20Rik",0,0,0,0,0,0,0,0,0,0
"E030030I06Rik",20,27,38,0,18,30,34,0,54,31
"Raet1e",0,0,0,0,0,0,0,28,0,0
"Raet1d",0,0,0,0,0,0,0,0,0,0
"Gm10825",0,0,0,0,0,0,0,0,0,0
"C920009B18Rik",33,6,83,44,121,21,89,75,76,38
"Tbpl1",194,164,217,65,66,234,297,446,194,340
"Mir7663",0,0,0,0,0,0,0,0,0,0
"Tcf21",0,0,0,0,0,0,0,0,0,0
"Snord100",0,0,0,0,0,0,0,0,0,0
"Slc18b1",0,0,0,0,48,46,0,0,18,0
"Snora33",0,13,0,0,21,16,0,19,24,10
"Rps12",18555,14452,36492,7484,11714,38187,37800,53699,38434,48550
"Taar2",0,0,0,0,0,0,0,0,27,0
"Taar1",0,0,0,0,0,0,0,0,0,0
"Taar4",0,0,0,0,0,0,0,0,0,0
"Taar3",0,0,0,0,0,0,0,0,0,0
"Vnn1",0,0,0,0,0,0,0,0,0,0
"Taar5",0,0,0,0,0,0,0,0,0,0
"Taar6",0,0,0,0,0,0,0,0,0,0
"Taar7f",0,0,0,0,0,0,0,0,0,0
"Taar8c",0,0,0,0,0,0,0,0,0,0
"Taar7d",0,0,0,0,0,0,0,0,0,0
"Taar7e",0,0,0,0,0,0,0,0,0,0
"Taar9",0,0,0,0,0,0,0,0,0,0
"Taar8a",0,0,0,0,0,0,0,0,0,0
"Taar7a",0,0,0,0,0,0,0,0,0,0
"Taar7b",0,0,0,0,0,0,0,0,0,0
"Taar8b",0,0,0,0,0,0,0,0,0,0
"Stx7",1047,1241,1380,579,773,1657,1562,1509,1102,1256
"Ctgf",1,0,0,0,0,2,1,0,0,0
"Enpp3",0,0,0,0,0,0,0,1,0,0
"Mir6905",0,0,0,0,0,0,0,0,0,0
"Arg1",7,26,0,0,0,0,0,3,0,0
"Smlr1",0,0,0,0,0,0,0,0,0,0
"Mir680-3",0,0,0,0,0,0,0,0,0,0
"Gm9767",0,0,0,0,0,0,0,0,0,0
"Tmem200a",0,0,0,0,0,0,0,0,0,0
"Samd3",46,67,1,75,73,70,303,79,75,63
"Gm8709",0,0,0,0,0,0,0,0,0,1
"4930519F09Rik",0,0,0,0,0,0,0,0,6,0
"2310057J18Rik",0,0,0,0,0,0,0,0,0,0
"Soga3",0,0,0,0,0,0,0,0,0,0
"Echdc1",102,46,34,18,113,88,120,39,130,126
"Cenpw",225,340,294,46,133,129,371,521,226,189
"Gm20300",43,66,2,20,12,0,46,45,2,37
"Hint3",155,381,77,164,60,385,330,731,170,545
"Hey2",0,0,0,0,0,0,0,0,15,0
"Tpd52l1",0,0,0,0,0,0,0,0,0,0
"Supt4b",1,1,0,0,0,0,0,0,0,0
"D830005E20Rik",0,0,0,0,0,0,0,0,0,0
"Sult3a2",0,0,0,0,0,0,0,0,0,0
"Sult3a1",0,0,0,0,0,0,0,0,0,0
"Rsph4a",0,0,0,0,0,0,0,0,0,0
"A830082N09Rik",20,73,43,1,0,0,37,4,0,0
"Rwdd1",20,0,0,0,27,60,65,49,4,10
"Fam26d",0,0,0,0,0,0,0,0,0,0
"Fam26e",0,0,0,0,0,0,0,0,0,0
"Fam26f",206,239,76,96,0,215,229,214,97,155
"Dse",176,122,36,201,71,180,55,36,31,27
"Tspyl1",362,358,423,188,304,488,628,593,441,868
"Tspyl4",38,33,84,272,55,1,34,68,10,44
"Col10a1",0,0,0,0,0,0,0,0,0,0
"Hdac2",253,324,152,537,263,306,255,247,180,339
"Marcks",8929,9841,6712,2739,5059,16526,13029,11868,10738,18158
"4930591E09Rik",0,0,0,0,0,0,0,0,0,0
"Rfpl4b",0,0,0,0,0,0,0,0,0,0
"Fam229b",8,45,66,0,2,0,12,4,102,66
"Wisp3",0,0,0,0,0,0,0,0,0,0
"Tube1",47,65,0,0,43,8,2,25,17,19
"Traf3ip2",170,58,147,104,1,31,65,79,162,111
"Mfsd4b2",0,0,0,0,0,0,0,0,0,0
"Mfsd4b3",0,0,0,0,0,0,0,0,0,0
"Mfsd4b4",0,0,0,0,0,0,0,0,0,0
"Mfsd4b1",0,0,0,0,0,0,0,0,0,0
"Gtf3c6",572,684,1149,705,565,776,824,1078,755,1036
"Amd1",0,0,0,0,0,0,0,0,0,0
"Amd2",0,0,0,0,0,0,0,0,0,0
"Slc22a16",0,0,0,0,0,0,0,0,0,0
"Cdc40",289,432,477,658,517,292,298,262,92,397
"Gpr6",0,0,0,0,0,0,0,0,0,0
"Zbtb24",91,78,93,114,77,62,95,244,176,214
"Smpd2",174,87,646,182,231,150,238,374,197,107
"Ppil6",0,0,0,0,0,0,0,10,0,0
"Cd164",995,1330,1283,442,429,1406,1148,2777,912,1563
"Mical1",442,550,1590,346,254,961,1080,1806,1023,1435
"5730435O14Rik",0,0,0,0,0,0,0,0,0,0
"Cep57l1",50,63,69,48,108,165,132,99,78,64
"Snx3",780,1081,646,46,197,595,812,1278,567,750
"Nr2e1",0,0,0,0,0,0,0,0,0,0
"Ostm1",142,241,199,81,208,393,97,292,131,403
"Sec63",771,773,1298,862,705,994,1141,1414,1033,1698
"9030612E09Rik",0,0,0,0,0,0,0,0,0,0
"Bend3",1,14,0,74,0,0,3,0,0,0
"Cd24a",567,878,771,469,562,730,1036,722,487,717
"1700021F05Rik",90,267,162,32,84,270,251,325,128,132
"F830002L21Rik",0,0,0,0,0,0,0,0,0,0
"1700027J07Rik",0,0,0,0,0,0,0,0,0,0
"Qrsl1",137,92,194,155,63,156,151,338,125,175
"4933404K13Rik",0,13,13,0,0,0,30,16,0,0
"Aim1",732,596,965,477,592,1235,1147,1279,769,1467
"Mir1929",0,0,0,0,0,0,0,0,0,0
"Prdm1",242,290,488,469,400,414,399,449,282,289
"Popdc3",0,18,0,0,0,0,0,0,0,0
"Lin28b",0,0,0,0,0,0,0,0,0,0
"D030045P18Rik",0,0,0,0,0,0,0,0,0,0
"Snord14d",0,0,0,0,0,0,0,0,0,0
"Snord14c",0,0,0,0,0,0,0,0,0,0
"C130030K03Rik",0,0,0,0,0,0,0,0,0,0
"Lilrb4a",376,605,401,90,191,436,423,866,285,726
"Lilr4b",129,164,172,0,25,307,153,164,127,329
"Fam162b",0,0,0,0,0,0,0,0,0,0
"Gprc6a",0,0,0,0,0,0,0,0,0,0
"4933411G06Rik",0,0,0,0,0,0,0,0,0,0
"Rfx6",0,0,0,0,0,0,0,0,0,0
"Vgll2",0,0,0,101,0,0,0,0,0,0
"Gopc",77,282,166,67,110,349,292,329,335,214
"Nepn",0,0,0,0,0,0,0,0,0,0
"Zfa-ps",0,0,0,0,0,0,0,0,0,0
"Pln",0,0,0,0,0,0,0,0,0,0
"Gm19395",0,0,0,0,0,0,0,0,0,0
"Gm20597",0,0,0,0,0,83,0,0,0,0
"Gm16998",0,0,0,0,0,21,0,4,0,1
"Msl3l2",0,14,91,7,14,50,29,14,23,104
"Gja1",12,5,0,0,5,31,33,4,0,0
"Serinc1",646,576,419,153,592,753,815,732,499,787
"Hsf2",177,185,79,200,158,211,279,291,237,276
"4930467K11Rik",0,0,0,0,0,0,0,0,0,0
"Fabp7",0,0,0,0,0,0,0,0,0,1
"Gm4981",0,0,0,0,0,0,0,0,0,0
"Dux",0,0,0,0,0,0,0,0,0,0
"Gcc2",1023,691,433,449,815,630,753,391,432,440
"Ccdc138",0,0,0,30,0,0,25,0,0,0
"Edar",0,0,0,0,0,0,0,0,0,0
"BB019430",0,0,0,0,0,0,0,0,0,0
"Sowahc",573,697,760,267,304,961,1082,1115,615,1831
"Sept10",68,50,58,306,182,31,114,49,110,182
"P4ha1",58,172,124,132,168,298,90,219,50,258
"Oit3",0,0,0,0,0,0,0,0,0,0
"Pla2g12b",0,0,0,0,0,0,0,0,0,0
"Dnajb12",9,27,0,79,138,1,93,0,17,20
"Ddit4",1340,912,4464,1353,1681,2838,2521,6584,3283,3986
"Anapc16",266,174,422,252,138,337,583,615,288,360
"Spock2",16,0,31,34,0,0,15,2,0,0
"Mir6906",0,0,0,0,0,0,0,0,0,0
"Chst3",141,221,143,26,121,82,55,75,83,115
"Vsir",1057,760,3206,1130,665,1788,1901,3205,1780,2005
"Gm17455",0,0,0,0,0,0,0,0,0,0
"Slc29a3",514,463,1015,466,405,688,660,675,547,727
"Mir6408",0,0,0,0,0,0,0,0,0,0
"Pldi",0,0,0,0,0,0,0,0,0,0
"Mir466j",0,0,0,0,0,0,0,0,0,0
"Gm20611",0,0,0,0,0,0,0,0,0,0
"Tbata",0,0,0,0,18,0,18,0,0,0
"Pcbd1",0,6,0,0,0,0,0,2,0,4
"Sgpl1",747,1021,1342,327,492,2142,1428,2086,1788,2150
"Prf1",1,14,103,0,0,0,26,2,1,0
"Eif4ebp2",237,165,95,84,111,125,282,208,146,330
"Nodal",14,0,0,0,0,0,0,0,0,0
"Lrrc20",38,49,109,33,50,49,92,130,175,68
"Ppa1",310,402,434,170,176,430,439,757,363,453
"Tysnd1",136,16,319,6,8,79,80,86,86,124
"Sar1a",707,614,1150,324,432,1382,1105,1219,1097,1381
"1700022H01Rik",0,0,0,0,0,0,0,0,0,0
"H2afy2",0,0,0,2,0,17,0,0,5,0
"Mir5108",0,0,0,0,0,0,0,0,0,0
"2010107G23Rik",0,23,70,0,0,1,0,0,27,0
"Neurog3",0,0,0,60,0,0,0,0,0,0
"Mir7662",0,0,0,0,0,0,0,0,0,0
"Tspan15",0,0,16,0,0,0,0,0,0,0
"Hk1",598,393,1707,527,251,1004,1035,1173,722,832
"Hk1os",2,0,0,0,6,0,0,0,0,40
"4930507D05Rik",0,0,0,0,0,0,0,0,0,0
"Vps26a",316,358,256,113,189,336,441,339,440,402
"Srgn",1951,2406,1373,256,1110,2981,3028,3659,2667,3379
"Supv3l1",176,65,53,45,172,170,288,139,116,316
"Ddx50",339,305,142,238,222,372,309,665,296,360
"Kif1bp",100,230,127,17,79,84,94,236,20,153
"Ddx21",3151,2831,4731,3765,2562,4456,4468,6231,3314,6051
"Mir7215",0,0,0,0,0,0,0,0,0,0
"Snord98",0,0,0,0,0,0,0,0,0,0
"Stox1",0,0,0,0,0,0,0,0,0,0
"Tet1",159,108,75,45,21,41,8,0,1,0
"Slc25a16",22,96,12,15,48,5,32,91,8,40
"Rufy2",111,176,53,191,654,93,143,83,53,88
"Hnrnph3",927,731,770,176,419,1143,919,1326,898,1160
"Dna2",284,102,242,16,137,250,316,384,112,181
"Atoh7",0,0,0,0,0,0,0,0,0,0
"Pbld1",0,0,0,0,0,0,0,0,0,0
"Dnajc12",20,89,20,0,2,114,49,166,45,64
"Sirt1",209,273,340,211,351,272,269,201,87,310
"1700023F02Rik",0,0,0,0,0,0,0,0,0,0
"4930407I19Rik",0,0,0,0,0,0,0,0,0,0
"Reep3",1058,678,605,779,810,1042,1048,1017,648,1283
"Gm31763",0,0,0,0,0,45,0,0,0,0
"Nrbf2",16,1,1,0,13,168,72,20,92,125
"Ado",201,202,281,182,39,361,493,531,291,373
