gene	ctrl_01	ctrl_02	ctrl_03	ctrl_04	tx_01	tx_02	tx_03	tx_04
LOC115487911	13	8	9	11	9	11	8	12
Gas2l1	125	97	86	116	111	86	75	95
Rasl10a	0	1	0	2	0	0	0	0
Ewsr1	26006	24566	26147	27999	22028	24724	23120	22850
Rhbdd3	809	734	749	739	668	745	716	708
Emid1	41	49	56	48	36	40	45	33
Gm46266	0	5	8	5	9	4	5	6
Gm39572	0	0	0	1	0	0	0	0
Kremen1	1148	1109	1128	1133	999	1300	1142	1129
Gm25142	0	0	0	0	0	0	0	0
Gm46268	17	6	11	9	7	12	7	14
Znrf3	1047	1036	1059	1023	1061	1137	1051	962
Gm11963	19	14	19	12	16	26	21	8
Xbp1	3705	3800	4129	4288	3477	3908	3533	3597
Ccdc117	1701	1653	1697	1808	1552	1635	1474	1449
Gm22471	0	0	0	0	0	0	0	0
Gm39573	0	0	0	0	0	0	0	0
Ankrd36	0	1	0	0	0	0	0	0
Mrps24	1717	1570	1744	1773	1475	1654	1428	1604
Urgcp	1362	1378	1491	1562	1246	1423	1290	1315
Ube2d-ps	284	239	272	266	271	259	243	204
Dbnl	8079	7763	8468	8647	6533	7506	6857	6822
Pgam2	83	66	88	79	92	96	73	84
Polm	1208	1052	1175	1165	1067	1229	1120	1098
Aebp1	89	115	107	127	79	89	86	99
Pold2	4977	4770	5098	5377	3935	4721	4385	4190
Myl7	2	6	6	5	5	5	5	6
Gck	29	40	36	39	35	43	38	32
Gm11967	0	0	0	0	0	0	0	0
Ykt6	4253	4318	4547	5012	3753	4379	3953	3930
Camk2b	77	61	71	86	39	61	50	52
Gm46269	6	7	13	7	6	9	14	5
Nudcd3	3669	3309	3702	3921	3245	3830	3551	3359
Rps15a-ps6	39	58	54	49	40	53	37	48
Npc1l1	4	5	7	2	3	5	7	3
Ddx56	5355	4980	5568	5810	4829	5507	5018	5051
Tmed4	1484	1357	1552	1622	1282	1452	1300	1270
Gm46270	5	7	8	7	9	7	6	5
Ogdh	11897	11443	12254	12768	9497	11403	10959	10158
Zmiz2	14044	13476	14107	14201	11286	13370	12317	12025
Mir7651	6	6	8	3	8	12	5	7
Ppia	15833	15296	17261	17852	14418	16935	15437	15504
H2az2	808	794	932	846	721	882	789	730
Purb	10920	11194	11840	11608	10319	11453	10626	10652
Myo1g	12620	12087	12566	13139	11256	12840	11847	11691
Snhg15	1199	1214	1361	1385	1217	1196	1147	1295
LOC115487884	127	116	181	122	130	125	128	117
Ccm2	2309	2154	2373	2540	2056	2346	2174	2171
Nacad	40	25	26	22	21	18	29	23
Tbrg4	7501	7029	7379	8100	6623	7255	6663	6727
Gm24313	7	5	7	7	5	2	4	4
Snora5c	55	48	55	54	47	64	56	51
Wap	0	0	0	0	0	0	0	2
Gm11978	3	0	1	1	0	1	0	2
Ramp3	243	227	258	231	238	240	231	256
Gm39575	1	1	2	2	6	2	1	1
Gm11981	0	0	0	1	0	0	0	1
LOC115487896	0	0	0	0	0	0	0	0
Adcy1	1	1	1	2	1	0	2	1
Ccdc201	0	0	0	0	0	0	0	0
Igfbp1	0	0	0	0	0	0	0	0
Igfbp3	0	0	0	0	0	0	0	0
Gm36565	0	0	0	0	0	0	0	0
Gm36653	0	0	0	0	0	0	0	0
Gm36720	0	0	0	0	0	0	0	0
n-TDgtc10	0	0	0	0	0	0	0	0
Gm27393	0	0	0	0	0	0	0	0
Tns3	97	128	109	113	58	112	91	71
Gm36772	0	0	0	0	0	0	0	0
Pkd1l1	0	0	3	1	0	1	0	3
Gm40814	1	1	9	3	3	3	2	2
Hus1	2572	2636	2606	2722	2116	2409	2222	2192
Sun3	0	0	0	0	0	0	1	0
Gm11992	3	6	5	4	1	5	5	5
Upp1	74	87	76	109	52	78	67	60
Abca13	2	0	1	1	2	1	0	2
Vwc2	2	4	2	1	2	3	2	1
Gm39578	5	0	3	4	7	5	2	5
Zpbp	151	169	177	178	169	178	180	130
Gm26458	0	0	0	0	1	0	0	0
Spata48	10	17	12	20	18	19	14	17
Gm29945	9	5	5	2	3	0	3	5
Gm11998	35	27	41	28	24	32	41	41
4930512M02Rik	1	0	0	1	0	1	0	0
Gm11999	14	6	11	9	6	9	8	12
Ikzf1	17561	17532	18307	19332	15191	17659	16365	15911
Fignl1	5192	5395	5884	5978	4688	5598	5173	4966
Ddc	65	51	56	58	48	48	61	45
Gm51937	7	11	4	12	7	8	6	2
1700042O10Rik	21	23	36	16	16	18	24	18
Gm25058	0	0	0	0	0	0	0	0
Grb10	32	39	33	47	24	31	28	16
LOC102631979	1	0	1	1	0	0	0	0
Gm30423	0	0	0	0	0	0	0	0
Cobl	0	0	0	0	0	0	0	0
Gm12002	0	0	0	0	0	0	0	0
Gm30596	0	0	0	0	0	0	0	0
Gm22156	0	0	0	0	0	0	0	0
Gm22789	0	0	0	0	0	0	0	0
Gm30770	0	0	0	0	0	0	0	0
4930554G24Rik	0	0	0	0	0	0	0	0
1700046C09Rik	0	0	0	0	0	0	0	0
Pom121l12	0	0	0	0	0	0	0	0
Gm24707	0	0	0	0	0	0	0	0
Gm25490	0	0	0	0	0	0	0	0
Vstm2a	0	0	0	0	0	0	0	0
Sec61g	641	642	635	674	545	639	549	617
Gm39583	0	0	0	0	0	0	0	0
Gm25698	0	0	0	0	0	0	0	0
Egfr	2	3	4	0	0	5	1	3
Gm39584	0	0	3	1	1	1	0	0
Egfros	0	1	0	0	0	0	0	0
Eldr	99	109	97	104	94	97	125	98
Fbxo48	572	592	551	547	441	582	548	493
Plek	6325	6533	6978	7471	4850	5584	5164	4962
Cnrip1	12	6	9	10	7	13	11	11
Ppp3r1	5102	5075	5707	6258	4650	5214	4871	4853
Pno1	3894	3930	4319	4554	3649	3851	3692	3704
Wdr92	1243	1269	1330	1492	1150	1287	1263	1222
C1d	2139	2134	2518	2531	1932	2306	1985	2040
Gm31268	0	0	0	0	0	0	0	0
Etaa1	1595	1744	1855	2003	1483	1666	1546	1590
Etaa1os	16	21	16	18	10	22	18	14
Gm31505	0	0	0	0	0	0	0	0
Gm12018	0	0	0	0	0	0	0	0
Gm12022	0	0	0	0	0	0	0	0
LOC115487899	0	0	0	0	0	0	0	0
Gm23093	0	0	0	0	0	0	0	0
Gm31674	0	0	0	0	0	0	0	0
Gm28401	0	0	0	0	0	0	0	0
Gm23021	0	0	0	0	0	0	0	0
8430419K02Rik	0	0	0	0	0	0	0	0
Meis1	0	0	2	0	0	0	0	0
Gm16141	0	0	0	0	0	0	0	0
4933406G16Rik	0	0	0	0	0	0	0	0
Gm39601	0	0	0	0	0	0	0	0
Gm23386	0	0	0	0	0	0	0	0
Gm39602	0	0	0	0	0	0	0	0
Spred2	1251	1289	1263	1391	1029	1106	1050	1025
Gm39603	28	21	31	29	23	23	17	28
Gm32080	1	0	0	0	0	0	0	4
Actr2	21845	22802	24253	25902	20207	22904	21239	20348
Gm12031	1	0	2	1	0	1	0	1
Rab1a	5747	5893	6548	6914	5486	6103	5550	5555
Gm51885	110	81	89	89	113	118	82	58
Cep68	2109	2143	2205	2271	1787	2072	1946	1798
Gm39604	2	4	3	3	2	3	2	5
Slc1a4	1287	1158	1230	1312	1239	1346	1205	1191
Gm39605	0	0	0	0	0	0	0	0
Gm39606	1	0	0	0	0	2	0	0
Gm39607	0	1	1	1	1	1	1	1
Gm32142	1	0	0	1	0	0	0	0
Sertad2	1264	1257	1244	1315	1141	1245	1104	1109
Aftph	3922	3861	4263	4494	3530	3936	3649	3668
Gm46272	58	44	57	59	55	57	67	57
Gm32213	0	0	0	0	0	0	0	0
Lgalsl	266	324	359	340	249	319	297	291
Gm22807	0	0	0	0	0	0	0	0
Gm39608	0	0	0	0	0	0	0	0
Gm46273	0	0	0	0	0	0	0	0
Gm32293	1	0	0	0	0	0	0	0
Peli1	2481	2349	2426	2629	2353	2561	2256	2260
2610024D14Rik	4	0	2	2	3	3	5	1
Vps54	2978	2820	3186	3104	2799	3010	2750	2746
Ugp2	1580	1651	1834	1840	1611	1893	1612	1612
Mir1933	0	0	0	0	0	0	0	0
4932414J04Rik	0	0	0	0	0	0	0	0
Mdh1	8311	8415	9361	9517	7838	9469	8641	8084
Wdpcp	96	99	94	125	66	103	79	85
Otx1	2	4	7	5	11	6	7	8
Gm32517	0	0	0	1	0	0	0	0
Ehbp1	89	93	84	88	53	68	57	77
Gm51938	2	2	8	4	2	1	1	4
Gm39609	0	0	0	0	0	0	0	0
Gm46274	0	4	1	5	2	3	5	2
Tmem17	41	27	37	28	22	27	23	31
Gm51939	0	0	0	0	0	0	0	0
Gm12052	0	0	0	0	0	0	0	0
Gm40816	0	0	1	0	0	0	0	0
B3gnt2	3323	3265	3670	3652	3197	3435	3248	3236
Gm24917	0	0	0	0	0	0	0	0
Commd1	1626	1564	1747	1818	1470	1629	1471	1553
Zrsr1	214	229	224	220	223	243	223	179
Cct4	27552	26703	29535	31330	24894	27714	25376	25250
Fam161a	36	36	39	30	36	43	42	33
Gm12059	3	4	7	2	3	6	3	3
Gm39610	0	0	0	0	0	0	0	0
1700061J23Rik	0	0	0	0	0	0	0	0
Xpo1	21210	21589	23373	24363	20213	22325	20619	20514
Usp34	7473	7765	7282	7572	6449	7696	7330	6988
Gm22753	10	4	9	13	11	11	6	8
Ahsa2	1136	1090	1166	1215	1001	1088	1027	1019
1700030C12Rik	1	0	2	3	0	0	0	0
1700093K21Rik	3	2	6	1	1	3	9	9
Selenok-ps1	4	1	2	4	2	8	2	3
0610010F05Rik	1125	1164	1251	1396	1074	1201	1172	1142
Pex13	948	918	1016	998	837	986	808	837
Pus10	3667	3657	3813	4168	3384	3670	3449	3446
Rel	5055	5404	5724	5512	5189	5972	5313	5288
Gm39612	1	6	5	4	9	10	8	4
Papolg	1698	1722	1851	1891	1620	1840	1615	1569
Gm12061	0	0	0	1	0	0	2	1
A830031A19Rik	0	0	0	0	0	0	0	0
Bcl11a	0	0	0	0	0	0	0	0
4930538E20Rik	0	0	0	0	0	0	0	0
Gm12066	0	0	0	0	0	0	0	0
Gm33440	0	0	0	0	0	0	0	0
Gm33379	0	0	0	0	0	0	0	0
Gm12068	0	0	0	0	0	0	0	0
4933430M04Rik	0	0	0	0	0	0	0	0
Gm10466	0	0	0	0	0	0	0	0
Gm12665	0	0	0	0	0	0	0	0
Gm39613	0	0	0	0	0	0	0	0
Gm24255	0	0	0	0	0	0	0	0
Gm12069	0	0	0	0	0	1	0	0
4933427E13Rik	0	0	0	0	0	0	0	0
5730522E02Rik	0	0	0	0	0	0	0	0
Gm23514	0	0	0	0	0	0	0	0
Gm51856	0	0	0	0	0	0	0	0
Mir6372	0	0	0	0	0	0	0	0
Gm22868	0	0	0	0	0	0	0	0
Fancl	631	675	693	788	586	692	661	612
Vrk2	555	616	643	653	517	637	557	543
Gm12070	17	9	16	22	16	21	18	20
Gm25387	0	0	0	0	0	0	0	0
Ccdc85a	0	0	0	0	0	0	0	0
Gm34075	0	0	0	0	0	0	0	0
2810471M01Rik	0	0	0	0	0	0	0	0
Mir217hg	0	0	0	0	0	0	0	0
Mir216b	0	0	0	0	0	0	0	0
Mir216c	0	0	0	0	0	0	0	0
Gm40818	0	0	0	0	0	0	0	0
Mir216a	0	0	0	0	0	0	0	0
Mir217	0	0	0	0	0	0	0	0
Gm34185	0	0	0	0	0	0	0	0
Efemp1	0	0	0	0	0	0	0	0
Pnpt1	4379	4500	4883	5209	4057	4481	4120	4110
Ppp4r3b	4087	4325	4437	4914	3628	4215	3970	3792
Cfap36	928	897	1049	1087	844	1049	863	910
Gm23109	0	0	0	0	0	0	0	0
Ccdc88a	212	248	234	233	200	236	224	203
Gm51886	0	1	0	0	0	0	0	0
Prorsd1	491	483	604	564	493	568	493	479
Mtif2	2126	2200	2311	2404	2053	2219	2171	1974
Rps27a	22236	21265	23720	23870	20193	23666	21072	21640
Clhc1	12	15	9	8	9	13	8	10
Gm12092	0	0	0	0	0	0	0	0
Rtn4	4517	4419	4749	4908	3954	4594	4158	4065
Eml6	4	10	11	10	4	8	6	6
Gm39671	0	0	0	0	0	0	0	0
Fem1al	1	0	1	0	1	0	0	0
Gm22588	0	0	0	0	0	0	0	0
Sptbn1	9901	10364	10543	10131	8449	10504	9478	8880
Gm51887	0	0	0	0	0	0	0	0
Gm8098	0	0	3	0	1	0	0	0
Gm40820	0	0	0	0	0	0	0	0
4930505A04Rik	0	0	0	0	0	0	0	0
Acyp2	23	27	20	24	21	18	19	14
Psme4	5329	5407	5859	5977	5033	5795	5233	5015
Erlec1	1324	1318	1332	1361	1230	1336	1268	1229
Gpr75	1	0	0	2	0	4	2	1
Asb3	720	822	859	857	660	857	754	732
Chac2	332	325	317	412	349	341	319	364
Gm40822	0	0	0	0	0	0	0	0
Stc2	100	82	102	99	34	61	47	69
Gm35012	0	0	1	0	1	0	0	0
Gm39672	0	0	1	0	0	0	0	0
Gm35063	0	0	0	0	0	0	0	0
Bod1	554	462	550	598	454	494	453	491
Gm39673	0	0	0	1	0	0	0	0
Gm35131	0	0	0	0	0	0	0	0
Gm39674	0	0	0	0	0	0	0	0
D630024D03Rik	0	0	0	0	0	0	0	0
Gm39675	0	0	0	0	0	0	0	0
Gm12107	0	2	0	1	1	0	0	1
Cpeb4	970	961	1050	1055	895	1049	995	965
4930524B15Rik	2	2	2	1	2	3	2	3
Nsg2	540	631	636	572	630	855	809	661
Gm12108	0	0	0	0	0	0	0	0
Gm39676	0	0	0	1	0	0	0	1
Gm51888	0	0	1	0	0	1	2	0
Gm40823	0	0	0	0	0	0	0	0
Il9r	84	78	95	81	112	140	99	102
Snrnp25	1592	1427	1605	1572	1341	1548	1525	1339
Rhbdf1	170	182	175	169	150	147	154	185
Mpg	485	519	540	535	436	530	456	447
Nprl3	1036	939	1016	1054	825	1015	957	912
Hba-x	0	0	0	0	0	0	0	0
Hba-a1	0	0	0	0	0	0	0	0
Hbq1b	0	0	0	0	0	0	0	0
Hba-a2	0	0	0	0	0	0	0	0
Hbq1a	0	0	0	0	0	0	0	0
Gm46275	0	0	1	0	0	0	0	0
Sh3pxd2b	43	37	47	49	40	53	52	37
Ubtd2	687	676	770	842	634	711	645	685
Efcab9	48	72	60	52	56	79	56	50
Stk10	6130	6259	6590	6553	5274	6697	6069	5671
Fbxw11	4481	4529	4743	5013	3851	4221	4022	3993
Gm35723	0	0	0	0	1	0	0	0
Smim23	0	0	0	0	0	0	0	0
Gm12111	0	0	0	0	0	0	0	0
Fgf18	0	1	0	2	0	0	0	0
Npm1	113865	111187	122840	134706	99852	114062	104733	106477
Tlx3	0	0	0	1	0	0	0	0
Ranbp17	4	4	6	7	7	6	4	3
Gm36005	0	0	0	0	0	0	0	0
Gabrp	0	0	0	0	0	0	0	0
D130052B06Rik	0	0	0	0	0	0	0	0
Kcnip1	0	1	0	0	2	4	3	4
Gm12119	0	0	0	0	0	1	0	0
Gm39678	46	39	40	40	47	64	57	48
Gm39677	6	1	2	2	1	3	5	2
Gm36395	2	1	0	1	1	4	2	1
Kcnmb1	12	8	10	9	14	21	9	17
4930469K13Rik	42	22	24	21	34	36	20	23
Gm51857	1	2	2	2	4	5	5	4
Lcp2	8353	8153	8909	9486	7977	9316	8514	8404
Gm12121	3	5	1	4	0	3	2	4
Foxi1	0	0	0	0	2	0	0	0
Dock2	8830	9037	9371	9300	7733	9636	8945	8296
4930403D09Rik	1	1	1	1	0	0	2	2
Insyn2b	6	2	3	4	0	5	0	1
Gm29887	0	0	0	0	0	0	0	3
Gm39681	0	0	0	0	0	0	0	0
Gm51858	3	10	2	2	1	0	2	3
Spdl1	2116	2115	2278	2344	1941	2158	2082	2116
Gm22022	0	0	0	0	0	0	0	0
Gm25799	0	0	0	0	0	0	0	0
Gm33277	0	0	0	0	0	0	0	0
Slit3	0	0	0	0	0	0	0	0
Gm26070	0	0	0	0	0	0	0	0
Gm33453	0	0	0	0	0	0	0	0
Gm46277	0	0	0	1	0	0	0	0
Gm39705	0	0	0	0	0	0	0	0
Mir218-2	0	0	0	0	0	0	0	0
Gm46278	0	0	0	0	0	0	0	0
Pank3	4483	4625	4809	4968	4222	4703	4303	4241
Mir103-1	0	0	0	0	0	0	0	0
Fbll1	0	0	0	0	0	0	0	0
Rars	8793	8681	9484	10372	7686	8886	8093	8203
Wwc1	4	4	10	10	7	6	7	5
Gm42072	0	0	0	0	0	0	0	0
Tenm2	0	0	0	0	0	0	0	0
Gm42071	0	0	0	0	0	0	0	0
Gm46251	0	0	0	0	0	0	0	0
Gm33585	0	0	0	0	0	0	0	0
Gm51889	0	0	0	0	0	0	0	0
Gm22127	0	0	0	0	0	0	0	0
Gm51890	0	0	0	0	0	0	0	0
Gm33791	0	0	0	0	0	0	0	0
Gm12128	0	0	0	0	0	0	0	0
Gm12130	0	0	0	0	0	0	0	0
Gm23520	0	0	0	0	0	0	0	0
4930553C11Rik	0	0	0	0	0	0	0	0
Gm33963	0	0	0	0	0	0	0	0
Gm24192	0	0	0	0	0	0	0	0
Gm12132	0	0	0	0	0	0	0	0
Gm34173	0	0	0	0	0	0	0	0
3110004A20Rik	0	0	0	0	0	0	0	0
Gm34281	0	0	0	0	0	0	0	0
Mat2b	2735	2730	3071	3101	2588	2932	2599	2638
Hmmr	6578	6866	7330	7719	6092	7059	6447	6229
Nudcd2	4016	3954	4507	4640	3840	4196	3636	3926
Ccng1	9195	9603	10486	10615	9471	11037	9990	9427
A230004M16Rik	0	0	0	0	0	0	0	0
Gabrg2	0	0	0	0	0	0	0	0
Gabra1	0	0	0	0	0	0	0	0
Gabra6	0	0	0	0	0	0	0	0
Gm34591	0	0	0	0	0	0	0	0
Gabrb2	0	0	0	0	0	0	0	0
Gm34644	0	0	0	0	0	0	0	0
Atp10b	0	0	0	0	0	0	0	0
Gm12146	0	0	0	0	0	0	0	0
Mir146	0	0	0	0	2	1	1	0
Gm5782	18	18	12	5	10	15	11	17
Pttg1	830	832	876	940	777	862	816	787
Slu7	2425	2285	2528	2701	1949	2345	2114	2109
C1qtnf2	0	0	0	0	0	0	0	0
Ccnjl	9	6	17	12	9	14	14	10
Fabp6	0	0	0	0	0	0	0	0
Gm34963	4	1	1	1	5	1	1	4
Pwwp2a	2185	1994	2156	2000	2106	2168	1951	1881
Ttc1	1640	1574	1746	1893	1403	1640	1467	1449
Adra1b	1	0	0	0	0	0	0	0
Gm12153	0	0	0	0	0	0	0	0
Il12b	9	12	7	11	10	14	7	9
Gm42073	0	0	0	1	0	0	0	0
Ublcp1	356	332	385	403	342	401	366	316
Rnf145	6151	5982	6429	6657	5984	7014	6543	6367
Gm51891	19	20	26	14	14	26	12	29
4930597A21Rik	0	0	0	1	0	0	0	1
Gm39815	0	0	0	0	0	0	0	0
Ebf1	2	3	2	8	7	9	3	3
Gm51859	0	0	0	0	0	0	0	0
Gm12159	0	0	0	0	0	0	0	0
Gm22284	0	0	0	0	0	0	0	0
Gm39816	0	0	0	0	0	0	0	0
Gm35282	0	0	0	0	0	0	0	0
F630206G17Rik	0	0	0	0	0	0	0	0
Clint1	6638	6504	7012	7601	5577	6357	5994	5867
Lsm11	1156	1115	1126	1140	1008	1212	946	1019
Thg1l	1641	1524	1687	1764	1427	1616	1434	1469
Sox30	1	0	1	2	0	0	2	2
Adam19	2337	2345	2436	2481	2095	2748	2495	2433
Mir8100	0	0	0	0	0	0	0	2
Nipal4	6	3	1	2	2	3	0	5
Gm35624	2	2	0	2	1	0	0	1
Mir7239	0	0	0	0	0	0	0	0
Cyfip2	15740	15507	16457	16831	12416	15281	14342	13687
Fndc9	416	377	327	374	399	357	360	346
Itk	14454	13749	14384	15012	13102	14765	13553	13285
Gm12167	58	41	36	29	37	48	48	37
Fam71b	949	813	827	860	868	851	731	865
Med7	991	980	1083	1111	1018	1028	957	960
Havcr2	47	59	52	62	69	78	90	80
Gm12169	0	0	0	0	0	0	0	0
BC053393	0	1	0	0	0	0	0	0
Dppa1	0	0	0	0	0	0	0	0
Gm4926	0	0	0	0	0	0	0	0
Timd2	4	1	4	6	4	8	3	4
Gm12174	92	84	120	126	90	115	97	103
Havcr1	0	0	0	0	0	0	0	0
Gm39817	0	0	0	0	0	0	0	0
Timd4	0	0	0	0	0	0	0	0
Sgcd	0	0	0	0	0	0	0	0
Gm23039	0	0	0	0	0	0	0	0
Gm39818	0	0	0	0	0	0	0	0
Gm36109	22	30	28	27	24	22	21	29
Rack1	4342	4136	4381	4666	3714	4058	3820	3749
LOC115485831	30	27	30	41	21	32	34	39
Snord96a	2	2	2	2	4	2	3	3
Snord95	22	31	27	29	36	26	32	37
Trim41	108	119	130	121	130	127	131	113
n-TVcac7	0	0	0	0	0	0	0	0
n-TGacc1	1	0	1	0	1	1	1	0
Trim7	118	96	94	107	89	92	83	72
n-TKctt10	0	0	0	0	0	0	0	0
n-TAtgc9	0	0	0	1	1	0	0	0
n-TTtgt2	0	0	0	0	0	0	0	0
n-TPtgg4	0	0	0	0	0	0	0	0
n-TVaac7	0	0	0	0	0	0	0	0
n-TLaag6	0	0	0	0	0	0	0	0
Irgm1	870	862	987	999	568	605	613	520
Gm5431	2	4	2	0	1	6	2	0
Gm12185	188	164	180	211	115	113	92	103
Psme2b	1	1	4	0	0	0	0	1
9930111J21Rik1	44	45	37	36	23	36	36	33
Gm42074	39	33	31	32	24	23	27	23
Tgtp1	1468	1401	1557	1653	856	993	867	949
9930111J21Rik2	10	5	6	10	3	6	5	7
Tgtp2	0	1	0	0	0	0	0	0
Ifi47	8	8	7	4	0	4	7	2
Gm51892	0	0	0	0	0	0	0	0
Olfr1396	0	0	0	0	0	0	0	0
Olfr56	0	0	0	1	0	0	0	1
Olfr1395	0	0	0	0	0	0	0	0
Olfr1394	0	0	0	0	0	0	0	0
Btnl9	4	1	2	2	2	1	2	2
Zfp62	3603	3794	3950	4161	3593	3938	3694	3688
Gm51893	0	2	0	2	1	1	0	1
Mgat1	3241	3181	3401	3411	3121	3576	3202	3321
Olfr1393	3	7	6	5	5	1	4	3
Olfr1392	0	0	2	0	0	0	0	0
Olfr10	0	0	0	0	0	0	0	0
Olfr1391	0	0	0	0	0	0	0	0
Olfr1390	0	0	0	0	0	0	0	0
Olfr1389	0	0	0	0	0	0	0	0
Olfr1388	0	0	0	0	0	0	0	0
Olfr1387	0	0	0	0	0	0	0	0
Olfr1386	0	0	0	0	0	0	0	0
Olfr1385	0	0	0	0	0	0	0	0
Olfr1384	0	0	0	0	0	0	0	0
Olfr1383	0	0	0	0	0	0	0	0
Olfr1382	0	0	0	0	0	0	0	0
Olfr1381	0	0	0	0	0	0	0	0
Olfr1380	0	0	0	0	0	0	0	0
1700024J04Rik	0	0	0	0	0	0	0	0
Gm42075	0	0	0	0	0	0	0	0
Flt4	12	13	20	7	6	17	15	10
Scgb3a1	6	2	1	1	2	0	1	2
Cnot6	9394	9933	10472	10825	8676	10102	9354	8743
Gm12191	14	20	30	11	22	22	23	22
Gm36411	38	37	26	34	30	24	30	30
Gm36507	0	0	2	2	1	1	1	1
Gfpt2	25	31	33	33	22	36	35	37
Mapk9	2237	2233	2445	2340	1868	2132	2042	1900
Rasgef1c	0	2	2	0	0	1	0	0
Rnf130	641	662	749	685	564	659	623	554
Mir340	0	0	0	0	0	0	0	0
Tbc1d9b	2636	2460	2669	2557	1992	2523	2282	1976
Mrnip	267	267	288	325	243	275	299	288
Sqstm1	3365	3275	3559	3571	2718	3338	3001	2823
Gm36556	18	11	15	12	14	12	13	16
Mgat4b	286	238	285	324	224	200	212	217
Mir6919	2	0	0	0	0	1	0	0
Ltc4s	5	2	3	6	6	4	3	2
Maml1	1269	1237	1307	1243	1071	1304	1239	1174
Canx	31642	31589	33866	36195	27920	31666	29047	28409
Gm46280	11	11	3	5	7	8	6	3
Cby3	0	0	0	4	0	1	0	2
Mir804	1	0	0	0	0	0	1	0
Hnrnph1	19739	19025	20530	22093	18272	20277	18405	18905
Rufy1	466	414	451	561	420	509	416	426
Gm36763	0	0	0	0	0	0	0	0
Gm46259	0	0	0	0	0	0	0	0
Adamts2	0	1	0	0	0	0	0	1
Gm39819	0	0	0	0	0	0	0	0
Gm51860	0	0	0	0	0	0	0	0
Zfp354c	194	204	228	196	222	211	199	188
Zfp879	10	13	12	13	8	15	11	10
Grm6	0	1	2	1	3	2	3	4
Zfp454	0	1	2	1	0	0	1	1
Zfp2	58	56	44	47	47	59	47	41
Zfp354b	0	0	0	0	0	0	1	0
4933414I15Rik	0	0	0	0	0	0	0	0
Prop1	0	0	0	0	0	0	0	0
Olfr1378	0	0	0	0	0	0	0	0
Olfr1377	0	0	0	0	0	0	0	0
Olfr51	0	0	0	0	0	0	0	0
Olfr54	0	0	0	0	0	0	0	0
Olfr1375	0	0	0	0	0	0	0	0
Zfp354a	0	0	2	1	1	1	2	0
9230009I02Rik	0	0	0	0	0	0	0	0
Platr20	0	0	0	0	0	0	0	0
Gm12569	0	0	0	0	0	0	0	0
BC049762	1	8	6	1	6	5	5	4
Clk4	2647	2447	2605	2643	2518	2714	2455	2458
Col23a1	17	21	24	15	7	27	20	18
Phykpl	862	771	784	827	706	808	819	759
Hnrnpab	27677	27122	29430	32258	23872	27122	25361	26097
Nhp2	7693	7030	7681	8285	6495	7044	6540	6388
Rmnd5b	1850	1766	1990	2025	1823	2004	1901	1852
N4bp3	575	642	601	577	462	564	490	473
D930048N14Rik	392	307	352	292	395	375	350	304
Gm30058	5	12	12	7	5	10	11	11
0610009B22Rik	318	349	398	371	307	392	330	312
Sec24a	2310	2416	2368	2594	2147	2340	2159	2182
LOC115487891	0	0	0	0	0	0	0	0
Sar1b	2348	2307	2603	2784	2233	2354	2124	2229
Jade2	3768	3547	3736	3904	3147	3387	3383	3244
Gm30110	6	0	2	5	8	2	3	3
Gm39820	0	0	0	0	0	0	0	0
Gm39821	7	3	2	2	0	6	1	3
Gm46281	2	1	3	2	1	1	5	9
Gm39822	0	0	2	0	1	1	1	0
Gm26061	0	0	0	0	0	0	0	0
Cdkn2aipnl	3137	3087	3299	3374	2892	3191	3079	2990
Ube2b	3799	3853	4276	4407	3808	4216	3722	3763
Cdkl3	174	214	186	194	158	190	169	165
Ppp2ca	10214	10198	11179	11656	9206	10142	9587	9412
Mir3061	23	27	24	14	19	33	28	20
Olfr1373	1	0	0	0	0	0	0	0
Olfr1372-ps1	6	6	1	7	9	9	7	10
Olfr1371	0	0	0	0	0	0	0	0
Skp1	7406	7542	8254	8380	6874	7519	7044	6998
Tcf7	13032	12610	13679	14303	11587	13077	12310	11919
Gm30217	0	1	0	0	0	0	0	0
Gm51894	3	2	5	3	5	1	0	4
Vdac1	17086	16791	18456	19586	14177	17216	15718	14957
9530068E07Rik	4687	4706	5118	5334	4173	4814	4413	4313
Gm30366	1	1	0	0	0	1	0	0
Gm39823	0	0	1	0	0	0	0	0
Fstl4	0	0	2	0	2	0	1	0
Gm11186	0	0	0	0	0	1	1	0
Hspa4	27135	26855	28563	31499	24049	27247	25018	25071
Gm30525	2	2	2	0	1	0	1	0
Zcchc10	1137	1113	1180	1394	1120	1184	1122	1083
Aff4	3678	3804	3875	3844	3428	3875	3746	3573
Gm25930	1	0	0	2	3	1	1	0
Mir6920	0	0	0	0	1	0	0	0
Leap2	2	0	2	2	1	2	4	1
Uqcrq	2804	2571	2988	2978	2345	2676	2251	2552
Gdf9	17	19	19	13	8	19	14	14
Gm30585	0	0	0	0	0	0	0	0
Shroom1	1	0	1	0	0	0	0	0
Sowaha	0	0	0	0	0	0	0	0
Gm19835	0	0	0	0	0	0	0	0
Septin8	281	249	285	298	263	259	244	223
A430108G06Rik	3	1	1	3	3	2	3	1
Kif3a	331	380	368	356	313	359	327	328
Il4	0	0	0	0	0	0	0	0
Il13	2	1	4	4	3	3	0	0
Rad50	4908	5190	5201	5439	4147	4920	4599	4406
Il5	7	4	6	6	5	5	1	5
